V1,V2,V3,V4,V5,V6,V7,V8,grid
45,19,12,4,20.225,118.55,S,0,1533
45,23,12,5,20.275,118.55,S,0,1534
45,27,12,6,20.325,118.55,S,0,1535
45,31,12,7,20.375,118.55,S,0,1536
45,35,12,8,20.425,118.55,S,0,1537
45,39,12,9,20.475,118.55,S,0,1538
45,43,12,10,20.525,118.55,S,0,1539
45,47,12,11,20.575,118.55,S,0,1540
45,51,12,12,20.625,118.55,S,0,1541
45,55,12,13,20.675,118.55,S,0,1542
45,59,12,14,20.725,118.55,S,0,1543
45,63,12,15,20.775,118.55,S,0,1544
45,67,12,16,20.825,118.55,S,0,1545
45,71,12,17,20.875,118.55,S,0,1546
45,75,12,18,20.925,118.55,S,0,1547
45,79,12,19,20.975,118.55,S,0,1548
45,83,12,20,21.025,118.55,S,0,1549
45,87,12,21,21.075,118.55,S,0,1550
45,91,12,22,21.125,118.55,S,0,1551
45,95,12,23,21.175,118.55,S,0,1552
45,99,12,24,21.225,118.55,S,0,1553
45,103,12,25,21.275,118.55,S,0,1554
45,107,12,26,21.325,118.55,S,0,1555
45,111,12,27,21.375,118.55,S,0,1556
45,115,12,28,21.425,118.55,S,0,1557
45,119,12,29,21.475,118.55,S,0,1558
45,123,12,30,21.525,118.55,S,0,1559
45,127,12,31,21.575,118.55,S,0,1560
45,131,12,32,21.625,118.55,S,0,1561
45,135,12,33,21.675,118.55,S,0,1562
45,139,12,34,21.725,118.55,S,0,1563
45,143,12,35,21.775,118.55,S,0,1564
45,147,12,36,21.825,118.55,S,0,1565
45,151,12,37,21.875,118.55,S,0,1566
45,155,12,38,21.925,118.55,S,0,1567
45,159,12,39,21.975,118.55,S,0,1568
45,163,12,40,22.025,118.55,S,0,1569
45,167,12,41,22.075,118.55,S,0,1570
45,171,12,42,22.125,118.55,S,0,1571
45,175,12,43,22.175,118.55,S,0,1572
45,179,12,44,22.225,118.55,S,0,1573
45,183,12,45,22.275,118.55,S,0,1574
45,187,12,46,22.325,118.55,S,0,1575
45,191,12,47,22.375,118.55,S,0,1576
45,195,12,48,22.425,118.55,S,0,1577
45,199,12,49,22.475,118.55,S,0,1578
45,203,12,50,22.525,118.55,S,0,1579
45,207,12,51,22.575,118.55,S,0,1580
45,211,12,52,22.625,118.55,S,0,1581
45,215,12,53,22.675,118.55,S,0,1582
45,219,12,54,22.725,118.55,S,0,1583
45,223,12,55,22.775,118.55,S,0,1584
45,227,12,56,22.825,118.55,S,0,1585
45,231,12,57,22.875,118.55,S,0,1586
45,235,12,58,22.925,118.55,S,0,1587
45,239,12,59,22.975,118.55,S,0,1588
45,243,12,60,23.025,118.55,S,0,1589
45,247,12,61,23.075,118.55,S,0,1590
45,251,12,62,23.125,118.55,S,0,1591
45,255,12,63,23.175,118.55,S,0,1592
45,259,12,64,23.225,118.55,S,0,1593
45,263,12,65,23.275,118.55,S,0,1594
45,267,12,66,23.325,118.55,S,0,1595
45,271,12,67,23.375,118.55,S,0,1596
45,275,12,68,23.425,118.55,S,0,1597
45,279,12,69,23.475,118.55,S,0,1598
45,283,12,70,23.525,118.55,S,0,1599
45,287,12,71,23.575,118.55,S,0,1600
45,291,12,72,23.625,118.55,S,0,1601
45,295,12,73,23.675,118.55,S,0,1602
45,299,12,74,23.725,118.55,S,0,1603
45,303,12,75,23.775,118.55,S,0,1604
45,307,12,76,23.825,118.55,S,0,1605
45,311,12,77,23.875,118.55,S,0,1606
45,315,12,78,23.925,118.55,S,0,1607
45,319,12,79,23.975,118.55,S,0,1608
45,323,12,80,24.025,118.55,S,0,1609
45,327,12,81,24.075,118.55,S,0,1610
45,331,12,82,24.125,118.55,S,0,1611
45,335,12,83,24.175,118.55,S,0,1612
45,339,12,84,24.225,118.55,S,0,1613
45,343,12,85,24.275,118.55,S,0,1614
45,347,12,86,24.325,118.55,S,0,1615
45,351,12,87,24.375,118.55,S,0,1616
45,355,12,88,24.425,118.55,S,0,1617
45,359,12,89,24.475,118.55,S,0,1618
45,363,12,90,24.525,118.55,S,0,1619
45,367,12,91,24.575,118.55,S,0,1620
45,371,12,92,24.625,118.55,S,0,1621
45,375,12,93,24.675,118.55,S,0,1622
45,379,12,94,24.725,118.55,S,0,1623
45,383,12,95,24.775,118.55,S,0,1624
45,387,12,96,24.825,118.55,S,0,1625
45,391,12,97,24.875,118.55,S,0,1626
45,395,12,98,24.925,118.55,S,0,1627
45,399,12,99,24.975,118.55,S,0,1628
45,403,12,100,25.025,118.55,S,0,1629
45,407,12,101,25.075,118.55,S,0,1630
45,411,12,102,25.125,118.55,S,0,1631
45,415,12,103,25.175,118.55,S,0,1632
45,419,12,104,25.225,118.55,S,0,1633
45,423,12,105,25.275,118.55,S,0,1634
45,427,12,106,25.325,118.55,S,0,1635
45,431,12,107,25.375,118.55,S,0,1636
45,435,12,108,25.425,118.55,S,0,1637
45,439,12,109,25.475,118.55,S,0,1638
45,443,12,110,25.525,118.55,S,0,1639
45,447,12,111,25.575,118.55,S,0,1640
45,451,12,112,25.625,118.55,S,0,1641
45,455,12,113,25.675,118.55,S,0,1642
45,459,12,114,25.725,118.55,S,0,1643
45,463,12,115,25.775,118.55,S,0,1644
45,467,12,116,25.825,118.55,S,0,1645
45,471,12,117,25.875,118.55,S,0,1646
45,475,12,118,25.925,118.55,S,0,1647
45,479,12,119,25.975,118.55,S,0,1648
45,483,12,120,26.025,118.55,S,0,1649
45,487,12,121,26.075,118.55,S,0,1650
45,491,12,122,26.125,118.55,S,0,1651
45,495,12,123,26.175,118.55,S,0,1652
45,499,12,124,26.225,118.55,S,0,1653
45,503,12,125,26.275,118.55,S,0,1654
45,507,12,126,26.325,118.55,S,0,1655
45,511,12,127,26.375,118.55,S,0,1656
45,515,12,128,26.425,118.55,S,0,1657
45,519,12,129,26.475,118.55,S,0,1658
45,523,12,130,26.525,118.55,S,0,1659
45,527,12,131,26.575,118.55,S,0,1660
45,531,12,132,26.625,118.55,S,0,1661
45,535,12,133,26.675,118.55,S,0,1662
45,539,12,134,26.725,118.55,S,0,1663
45,543,12,135,26.775,118.55,S,0,1664
45,547,12,136,26.825,118.55,S,0,1665
45,551,12,137,26.875,118.55,S,0,1666
45,555,12,138,26.925,118.55,S,0,1667
45,559,12,139,26.975,118.55,S,0,1668
49,7,13,1,20.075,118.6,S,0,1669
49,11,13,2,20.125,118.6,S,0,1670
49,15,13,3,20.175,118.6,S,0,1671
49,19,13,4,20.225,118.6,S,0,1672
49,23,13,5,20.275,118.6,S,0,1673
49,27,13,6,20.325,118.6,S,0,1674
49,31,13,7,20.375,118.6,S,0,1675
49,35,13,8,20.425,118.6,S,0,1676
49,39,13,9,20.475,118.6,S,0,1677
49,43,13,10,20.525,118.6,S,0,1678
49,47,13,11,20.575,118.6,S,0,1679
49,51,13,12,20.625,118.6,S,0,1680
49,55,13,13,20.675,118.6,S,0,1681
49,59,13,14,20.725,118.6,S,0,1682
49,63,13,15,20.775,118.6,S,0,1683
49,67,13,16,20.825,118.6,S,0,1684
49,71,13,17,20.875,118.6,S,0,1685
49,75,13,18,20.925,118.6,S,0,1686
49,79,13,19,20.975,118.6,S,0,1687
49,83,13,20,21.025,118.6,S,0,1688
49,87,13,21,21.075,118.6,S,0,1689
49,91,13,22,21.125,118.6,S,0,1690
49,95,13,23,21.175,118.6,S,0,1691
49,99,13,24,21.225,118.6,S,0,1692
49,103,13,25,21.275,118.6,S,0,1693
49,107,13,26,21.325,118.6,S,0,1694
49,111,13,27,21.375,118.6,S,0,1695
49,115,13,28,21.425,118.6,S,0,1696
49,119,13,29,21.475,118.6,S,0,1697
49,123,13,30,21.525,118.6,S,0,1698
49,127,13,31,21.575,118.6,S,0,1699
49,131,13,32,21.625,118.6,S,0,1700
49,135,13,33,21.675,118.6,S,0,1701
49,139,13,34,21.725,118.6,S,0,1702
49,143,13,35,21.775,118.6,S,0,1703
49,147,13,36,21.825,118.6,S,0,1704
49,151,13,37,21.875,118.6,S,0,1705
49,155,13,38,21.925,118.6,S,0,1706
49,159,13,39,21.975,118.6,S,0,1707
49,163,13,40,22.025,118.6,S,0,1708
49,167,13,41,22.075,118.6,S,0,1709
49,171,13,42,22.125,118.6,S,0,1710
49,175,13,43,22.175,118.6,S,0,1711
49,179,13,44,22.225,118.6,S,0,1712
49,183,13,45,22.275,118.6,S,0,1713
49,187,13,46,22.325,118.6,S,0,1714
49,191,13,47,22.375,118.6,S,0,1715
49,195,13,48,22.425,118.6,S,0,1716
49,199,13,49,22.475,118.6,S,0,1717
49,203,13,50,22.525,118.6,S,0,1718
49,207,13,51,22.575,118.6,S,0,1719
49,211,13,52,22.625,118.6,S,0,1720
49,215,13,53,22.675,118.6,S,0,1721
49,219,13,54,22.725,118.6,S,0,1722
49,223,13,55,22.775,118.6,S,0,1723
49,227,13,56,22.825,118.6,S,0,1724
49,231,13,57,22.875,118.6,S,0,1725
49,235,13,58,22.925,118.6,S,0,1726
49,239,13,59,22.975,118.6,S,0,1727
49,243,13,60,23.025,118.6,S,0,1728
49,247,13,61,23.075,118.6,S,0,1729
49,251,13,62,23.125,118.6,S,0,1730
49,255,13,63,23.175,118.6,S,0,1731
49,259,13,64,23.225,118.6,S,0,1732
49,263,13,65,23.275,118.6,S,0,1733
49,267,13,66,23.325,118.6,S,0,1734
49,271,13,67,23.375,118.6,S,0,1735
49,275,13,68,23.425,118.6,S,0,1736
49,279,13,69,23.475,118.6,S,0,1737
49,283,13,70,23.525,118.6,S,0,1738
49,287,13,71,23.575,118.6,S,0,1739
49,291,13,72,23.625,118.6,S,0,1740
49,295,13,73,23.675,118.6,S,0,1741
49,299,13,74,23.725,118.6,S,0,1742
49,303,13,75,23.775,118.6,S,0,1743
49,307,13,76,23.825,118.6,S,0,1744
49,311,13,77,23.875,118.6,S,0,1745
49,315,13,78,23.925,118.6,S,0,1746
49,319,13,79,23.975,118.6,S,0,1747
49,323,13,80,24.025,118.6,S,0,1748
49,327,13,81,24.075,118.6,S,0,1749
49,331,13,82,24.125,118.6,S,0,1750
49,335,13,83,24.175,118.6,S,0,1751
49,339,13,84,24.225,118.6,S,0,1752
49,343,13,85,24.275,118.6,S,0,1753
49,347,13,86,24.325,118.6,S,0,1754
49,351,13,87,24.375,118.6,S,0,1755
49,355,13,88,24.425,118.6,S,0,1756
49,359,13,89,24.475,118.6,S,0,1757
49,363,13,90,24.525,118.6,S,0,1758
49,367,13,91,24.575,118.6,S,0,1759
49,371,13,92,24.625,118.6,S,0,1760
49,375,13,93,24.675,118.6,S,0,1761
49,379,13,94,24.725,118.6,S,0,1762
49,383,13,95,24.775,118.6,S,0,1763
49,387,13,96,24.825,118.6,S,0,1764
49,391,13,97,24.875,118.6,S,0,1765
49,395,13,98,24.925,118.6,S,0,1766
49,399,13,99,24.975,118.6,S,0,1767
49,403,13,100,25.025,118.6,S,0,1768
49,407,13,101,25.075,118.6,S,0,1769
49,411,13,102,25.125,118.6,S,0,1770
49,415,13,103,25.175,118.6,S,0,1771
49,419,13,104,25.225,118.6,S,0,1772
49,423,13,105,25.275,118.6,S,0,1773
49,427,13,106,25.325,118.6,S,0,1774
49,431,13,107,25.375,118.6,S,0,1775
49,435,13,108,25.425,118.6,S,0,1776
49,439,13,109,25.475,118.6,S,0,1777
49,443,13,110,25.525,118.6,S,0,1778
49,447,13,111,25.575,118.6,S,0,1779
49,451,13,112,25.625,118.6,S,0,1780
49,455,13,113,25.675,118.6,S,0,1781
49,459,13,114,25.725,118.6,S,0,1782
49,463,13,115,25.775,118.6,S,0,1783
49,467,13,116,25.825,118.6,S,0,1784
49,471,13,117,25.875,118.6,S,0,1785
49,475,13,118,25.925,118.6,S,0,1786
49,479,13,119,25.975,118.6,S,0,1787
49,483,13,120,26.025,118.6,S,0,1788
49,487,13,121,26.075,118.6,S,0,1789
49,491,13,122,26.125,118.6,S,0,1790
49,495,13,123,26.175,118.6,S,0,1791
49,499,13,124,26.225,118.6,S,0,1792
49,503,13,125,26.275,118.6,S,0,1793
49,507,13,126,26.325,118.6,S,0,1794
49,511,13,127,26.375,118.6,S,0,1795
49,515,13,128,26.425,118.6,S,0,1796
49,519,13,129,26.475,118.6,S,0,1797
49,523,13,130,26.525,118.6,S,0,1798
49,527,13,131,26.575,118.6,S,0,1799
49,531,13,132,26.625,118.6,S,0,1800
49,535,13,133,26.675,118.6,S,0,1801
49,539,13,134,26.725,118.6,S,0,1802
49,543,13,135,26.775,118.6,S,0,1803
49,547,13,136,26.825,118.6,S,0,1804
49,551,13,137,26.875,118.6,S,0,1805
49,555,13,138,26.925,118.6,S,0,1806
49,559,13,139,26.975,118.6,S,0,1807
53,7,14,1,20.075,118.65,S,0,1808
53,11,14,2,20.125,118.65,S,0,1809
53,15,14,3,20.175,118.65,S,0,1810
53,19,14,4,20.225,118.65,S,0,1811
53,23,14,5,20.275,118.65,S,0,1812
53,27,14,6,20.325,118.65,S,0,1813
53,31,14,7,20.375,118.65,S,0,1814
53,35,14,8,20.425,118.65,S,0,1815
53,39,14,9,20.475,118.65,S,0,1816
53,43,14,10,20.525,118.65,S,0,1817
53,47,14,11,20.575,118.65,S,0,1818
53,51,14,12,20.625,118.65,S,0,1819
53,55,14,13,20.675,118.65,S,0,1820
53,59,14,14,20.725,118.65,S,0,1821
53,63,14,15,20.775,118.65,S,0,1822
53,67,14,16,20.825,118.65,S,0,1823
53,71,14,17,20.875,118.65,S,0,1824
53,75,14,18,20.925,118.65,S,0,1825
53,79,14,19,20.975,118.65,S,0,1826
53,83,14,20,21.025,118.65,S,0,1827
53,87,14,21,21.075,118.65,S,0,1828
53,91,14,22,21.125,118.65,S,0,1829
53,95,14,23,21.175,118.65,S,0,1830
53,99,14,24,21.225,118.65,S,0,1831
53,103,14,25,21.275,118.65,S,0,1832
53,107,14,26,21.325,118.65,S,0,1833
53,111,14,27,21.375,118.65,S,0,1834
53,115,14,28,21.425,118.65,S,0,1835
53,119,14,29,21.475,118.65,S,0,1836
53,123,14,30,21.525,118.65,S,0,1837
53,127,14,31,21.575,118.65,S,0,1838
53,131,14,32,21.625,118.65,S,0,1839
53,135,14,33,21.675,118.65,S,0,1840
53,139,14,34,21.725,118.65,S,0,1841
53,143,14,35,21.775,118.65,S,0,1842
53,147,14,36,21.825,118.65,S,0,1843
53,151,14,37,21.875,118.65,S,0,1844
53,155,14,38,21.925,118.65,S,0,1845
53,159,14,39,21.975,118.65,S,0,1846
53,163,14,40,22.025,118.65,S,0,1847
53,167,14,41,22.075,118.65,S,0,1848
53,171,14,42,22.125,118.65,S,0,1849
53,175,14,43,22.175,118.65,S,0,1850
53,179,14,44,22.225,118.65,S,0,1851
53,183,14,45,22.275,118.65,S,0,1852
53,187,14,46,22.325,118.65,S,0,1853
53,191,14,47,22.375,118.65,S,0,1854
53,195,14,48,22.425,118.65,S,0,1855
53,199,14,49,22.475,118.65,S,0,1856
53,203,14,50,22.525,118.65,S,0,1857
53,207,14,51,22.575,118.65,S,0,1858
53,211,14,52,22.625,118.65,S,0,1859
53,215,14,53,22.675,118.65,S,0,1860
53,219,14,54,22.725,118.65,S,0,1861
53,223,14,55,22.775,118.65,S,0,1862
53,227,14,56,22.825,118.65,S,0,1863
53,231,14,57,22.875,118.65,S,0,1864
53,235,14,58,22.925,118.65,S,0,1865
53,239,14,59,22.975,118.65,S,0,1866
53,243,14,60,23.025,118.65,S,0,1867
53,247,14,61,23.075,118.65,S,0,1868
53,251,14,62,23.125,118.65,S,0,1869
53,255,14,63,23.175,118.65,S,0,1870
53,259,14,64,23.225,118.65,S,0,1871
53,263,14,65,23.275,118.65,S,0,1872
53,267,14,66,23.325,118.65,S,0,1873
53,271,14,67,23.375,118.65,S,0,1874
53,275,14,68,23.425,118.65,S,0,1875
53,279,14,69,23.475,118.65,S,0,1876
53,283,14,70,23.525,118.65,S,0,1877
53,287,14,71,23.575,118.65,S,0,1878
53,291,14,72,23.625,118.65,S,0,1879
53,295,14,73,23.675,118.65,S,0,1880
53,299,14,74,23.725,118.65,S,0,1881
53,303,14,75,23.775,118.65,S,0,1882
53,307,14,76,23.825,118.65,S,0,1883
53,311,14,77,23.875,118.65,S,0,1884
53,315,14,78,23.925,118.65,S,0,1885
53,319,14,79,23.975,118.65,S,0,1886
53,323,14,80,24.025,118.65,S,0,1887
53,327,14,81,24.075,118.65,S,0,1888
53,331,14,82,24.125,118.65,S,0,1889
53,335,14,83,24.175,118.65,S,0,1890
53,339,14,84,24.225,118.65,S,0,1891
53,343,14,85,24.275,118.65,S,0,1892
53,347,14,86,24.325,118.65,S,0,1893
53,351,14,87,24.375,118.65,S,0,1894
53,355,14,88,24.425,118.65,S,0,1895
53,359,14,89,24.475,118.65,S,0,1896
53,363,14,90,24.525,118.65,S,0,1897
53,367,14,91,24.575,118.65,S,0,1898
53,371,14,92,24.625,118.65,S,0,1899
53,375,14,93,24.675,118.65,S,0,1900
53,379,14,94,24.725,118.65,S,0,1901
53,383,14,95,24.775,118.65,S,0,1902
53,387,14,96,24.825,118.65,S,0,1903
53,391,14,97,24.875,118.65,S,0,1904
53,395,14,98,24.925,118.65,S,0,1905
53,399,14,99,24.975,118.65,S,0,1906
53,403,14,100,25.025,118.65,S,0,1907
53,407,14,101,25.075,118.65,S,0,1908
53,411,14,102,25.125,118.65,S,0,1909
53,415,14,103,25.175,118.65,S,0,1910
53,419,14,104,25.225,118.65,S,0,1911
53,423,14,105,25.275,118.65,S,0,1912
53,427,14,106,25.325,118.65,S,0,1913
53,431,14,107,25.375,118.65,S,0,1914
53,435,14,108,25.425,118.65,S,0,1915
53,439,14,109,25.475,118.65,S,0,1916
53,443,14,110,25.525,118.65,S,0,1917
53,447,14,111,25.575,118.65,S,0,1918
53,451,14,112,25.625,118.65,S,0,1919
53,455,14,113,25.675,118.65,S,0,1920
53,459,14,114,25.725,118.65,S,0,1921
53,463,14,115,25.775,118.65,S,0,1922
53,467,14,116,25.825,118.65,S,0,1923
53,471,14,117,25.875,118.65,S,0,1924
53,475,14,118,25.925,118.65,S,0,1925
53,479,14,119,25.975,118.65,S,0,1926
53,483,14,120,26.025,118.65,S,0,1927
53,487,14,121,26.075,118.65,S,0,1928
53,491,14,122,26.125,118.65,S,0,1929
53,495,14,123,26.175,118.65,S,0,1930
53,499,14,124,26.225,118.65,S,0,1931
53,503,14,125,26.275,118.65,S,0,1932
53,507,14,126,26.325,118.65,S,0,1933
53,511,14,127,26.375,118.65,S,0,1934
53,515,14,128,26.425,118.65,S,0,1935
53,519,14,129,26.475,118.65,S,0,1936
53,523,14,130,26.525,118.65,S,0,1937
53,527,14,131,26.575,118.65,S,0,1938
53,531,14,132,26.625,118.65,S,0,1939
53,535,14,133,26.675,118.65,S,0,1940
53,539,14,134,26.725,118.65,S,0,1941
53,543,14,135,26.775,118.65,S,0,1942
53,547,14,136,26.825,118.65,S,0,1943
53,551,14,137,26.875,118.65,S,0,1944
53,555,14,138,26.925,118.65,S,0,1945
53,559,14,139,26.975,118.65,S,0,1946
57,7,15,1,20.075,118.7,S,0,1947
57,11,15,2,20.125,118.7,S,0,1948
57,15,15,3,20.175,118.7,S,0,1949
57,19,15,4,20.225,118.7,S,0,1950
57,23,15,5,20.275,118.7,S,0,1951
57,27,15,6,20.325,118.7,S,0,1952
57,31,15,7,20.375,118.7,S,0,1953
57,35,15,8,20.425,118.7,S,0,1954
57,39,15,9,20.475,118.7,S,0,1955
57,43,15,10,20.525,118.7,S,0,1956
57,47,15,11,20.575,118.7,S,0,1957
57,51,15,12,20.625,118.7,S,0,1958
57,55,15,13,20.675,118.7,S,0,1959
57,59,15,14,20.725,118.7,S,0,1960
57,63,15,15,20.775,118.7,S,0,1961
57,67,15,16,20.825,118.7,S,0,1962
57,71,15,17,20.875,118.7,S,0,1963
57,75,15,18,20.925,118.7,S,0,1964
57,79,15,19,20.975,118.7,S,0,1965
57,83,15,20,21.025,118.7,S,0,1966
57,87,15,21,21.075,118.7,S,0,1967
57,91,15,22,21.125,118.7,S,0,1968
57,95,15,23,21.175,118.7,S,0,1969
57,99,15,24,21.225,118.7,S,0,1970
57,103,15,25,21.275,118.7,S,0,1971
57,107,15,26,21.325,118.7,S,0,1972
57,111,15,27,21.375,118.7,S,0,1973
57,115,15,28,21.425,118.7,S,0,1974
57,119,15,29,21.475,118.7,S,0,1975
57,123,15,30,21.525,118.7,S,0,1976
57,127,15,31,21.575,118.7,S,0,1977
57,131,15,32,21.625,118.7,S,0,1978
57,135,15,33,21.675,118.7,S,0,1979
57,139,15,34,21.725,118.7,S,0,1980
57,143,15,35,21.775,118.7,S,0,1981
57,147,15,36,21.825,118.7,S,0,1982
57,151,15,37,21.875,118.7,S,0,1983
57,155,15,38,21.925,118.7,S,0,1984
57,159,15,39,21.975,118.7,S,0,1985
57,163,15,40,22.025,118.7,S,0,1986
57,167,15,41,22.075,118.7,S,0,1987
57,171,15,42,22.125,118.7,S,0,1988
57,175,15,43,22.175,118.7,S,0,1989
57,179,15,44,22.225,118.7,S,0,1990
57,183,15,45,22.275,118.7,S,0,1991
57,187,15,46,22.325,118.7,S,0,1992
57,191,15,47,22.375,118.7,S,0,1993
57,195,15,48,22.425,118.7,S,0,1994
57,199,15,49,22.475,118.7,S,0,1995
57,203,15,50,22.525,118.7,S,0,1996
57,207,15,51,22.575,118.7,S,0,1997
57,211,15,52,22.625,118.7,S,0,1998
57,215,15,53,22.675,118.7,S,0,1999
57,219,15,54,22.725,118.7,S,0,2000
57,223,15,55,22.775,118.7,S,0,2001
57,227,15,56,22.825,118.7,S,0,2002
57,231,15,57,22.875,118.7,S,0,2003
57,235,15,58,22.925,118.7,S,0,2004
57,239,15,59,22.975,118.7,S,0,2005
57,243,15,60,23.025,118.7,S,0,2006
57,247,15,61,23.075,118.7,S,0,2007
57,251,15,62,23.125,118.7,S,0,2008
57,255,15,63,23.175,118.7,S,0,2009
57,259,15,64,23.225,118.7,S,0,2010
57,263,15,65,23.275,118.7,S,0,2011
57,267,15,66,23.325,118.7,S,0,2012
57,271,15,67,23.375,118.7,S,0,2013
57,275,15,68,23.425,118.7,S,0,2014
57,279,15,69,23.475,118.7,S,0,2015
57,283,15,70,23.525,118.7,S,0,2016
57,287,15,71,23.575,118.7,S,0,2017
57,291,15,72,23.625,118.7,S,0,2018
57,295,15,73,23.675,118.7,S,0,2019
57,299,15,74,23.725,118.7,S,0,2020
57,303,15,75,23.775,118.7,S,0,2021
57,307,15,76,23.825,118.7,S,0,2022
57,311,15,77,23.875,118.7,S,0,2023
57,315,15,78,23.925,118.7,S,0,2024
57,319,15,79,23.975,118.7,S,0,2025
57,323,15,80,24.025,118.7,S,0,2026
57,327,15,81,24.075,118.7,S,0,2027
57,331,15,82,24.125,118.7,S,0,2028
57,335,15,83,24.175,118.7,S,0,2029
57,339,15,84,24.225,118.7,S,0,2030
57,343,15,85,24.275,118.7,S,0,2031
57,347,15,86,24.325,118.7,S,0,2032
57,351,15,87,24.375,118.7,S,0,2033
57,355,15,88,24.425,118.7,S,0,2034
57,359,15,89,24.475,118.7,S,0,2035
57,363,15,90,24.525,118.7,S,0,2036
57,367,15,91,24.575,118.7,S,0,2037
57,371,15,92,24.625,118.7,S,0,2038
57,375,15,93,24.675,118.7,S,0,2039
57,379,15,94,24.725,118.7,S,0,2040
57,383,15,95,24.775,118.7,S,0,2041
57,387,15,96,24.825,118.7,S,0,2042
57,391,15,97,24.875,118.7,S,0,2043
57,395,15,98,24.925,118.7,S,0,2044
57,399,15,99,24.975,118.7,S,0,2045
57,403,15,100,25.025,118.7,S,0,2046
57,407,15,101,25.075,118.7,S,0,2047
57,411,15,102,25.125,118.7,S,0,2048
57,415,15,103,25.175,118.7,S,0,2049
57,419,15,104,25.225,118.7,S,0,2050
57,423,15,105,25.275,118.7,S,0,2051
57,427,15,106,25.325,118.7,S,0,2052
57,431,15,107,25.375,118.7,S,0,2053
57,435,15,108,25.425,118.7,S,0,2054
57,439,15,109,25.475,118.7,S,0,2055
57,443,15,110,25.525,118.7,S,0,2056
57,447,15,111,25.575,118.7,S,0,2057
57,451,15,112,25.625,118.7,S,0,2058
57,455,15,113,25.675,118.7,S,0,2059
57,459,15,114,25.725,118.7,S,0,2060
57,463,15,115,25.775,118.7,S,0,2061
57,467,15,116,25.825,118.7,S,0,2062
57,471,15,117,25.875,118.7,S,0,2063
57,475,15,118,25.925,118.7,S,0,2064
57,479,15,119,25.975,118.7,S,0,2065
57,483,15,120,26.025,118.7,S,0,2066
57,487,15,121,26.075,118.7,S,0,2067
57,491,15,122,26.125,118.7,S,0,2068
57,495,15,123,26.175,118.7,S,0,2069
57,499,15,124,26.225,118.7,S,0,2070
57,503,15,125,26.275,118.7,S,0,2071
57,507,15,126,26.325,118.7,S,0,2072
57,511,15,127,26.375,118.7,S,0,2073
57,515,15,128,26.425,118.7,S,0,2074
57,519,15,129,26.475,118.7,S,0,2075
57,523,15,130,26.525,118.7,S,0,2076
57,527,15,131,26.575,118.7,S,0,2077
57,531,15,132,26.625,118.7,S,0,2078
57,535,15,133,26.675,118.7,S,0,2079
57,539,15,134,26.725,118.7,S,0,2080
57,543,15,135,26.775,118.7,S,0,2081
57,547,15,136,26.825,118.7,S,0,2082
57,551,15,137,26.875,118.7,S,0,2083
57,555,15,138,26.925,118.7,S,0,2084
57,559,15,139,26.975,118.7,S,0,2085
61,7,16,1,20.075,118.75,S,0,2086
61,11,16,2,20.125,118.75,S,0,2087
61,15,16,3,20.175,118.75,S,0,2088
61,19,16,4,20.225,118.75,S,0,2089
61,23,16,5,20.275,118.75,S,0,2090
61,27,16,6,20.325,118.75,S,0,2091
61,31,16,7,20.375,118.75,S,0,2092
61,35,16,8,20.425,118.75,S,0,2093
61,39,16,9,20.475,118.75,S,0,2094
61,43,16,10,20.525,118.75,S,0,2095
61,47,16,11,20.575,118.75,S,0,2096
61,51,16,12,20.625,118.75,S,0,2097
61,55,16,13,20.675,118.75,S,0,2098
61,59,16,14,20.725,118.75,S,0,2099
61,63,16,15,20.775,118.75,S,0,2100
61,67,16,16,20.825,118.75,S,0,2101
61,71,16,17,20.875,118.75,S,0,2102
61,75,16,18,20.925,118.75,S,0,2103
61,79,16,19,20.975,118.75,S,0,2104
61,83,16,20,21.025,118.75,S,0,2105
61,87,16,21,21.075,118.75,S,0,2106
61,91,16,22,21.125,118.75,S,0,2107
61,95,16,23,21.175,118.75,S,0,2108
61,99,16,24,21.225,118.75,S,0,2109
61,103,16,25,21.275,118.75,S,0,2110
61,107,16,26,21.325,118.75,S,0,2111
61,111,16,27,21.375,118.75,S,0,2112
61,115,16,28,21.425,118.75,S,0,2113
61,119,16,29,21.475,118.75,S,0,2114
61,123,16,30,21.525,118.75,S,0,2115
61,127,16,31,21.575,118.75,S,0,2116
61,131,16,32,21.625,118.75,S,0,2117
61,135,16,33,21.675,118.75,S,0,2118
61,139,16,34,21.725,118.75,S,0,2119
61,143,16,35,21.775,118.75,S,0,2120
61,147,16,36,21.825,118.75,S,0,2121
61,151,16,37,21.875,118.75,S,0,2122
61,155,16,38,21.925,118.75,S,0,2123
61,159,16,39,21.975,118.75,S,0,2124
61,163,16,40,22.025,118.75,S,0,2125
61,167,16,41,22.075,118.75,S,0,2126
61,171,16,42,22.125,118.75,S,0,2127
61,175,16,43,22.175,118.75,S,0,2128
61,179,16,44,22.225,118.75,S,0,2129
61,183,16,45,22.275,118.75,S,0,2130
61,187,16,46,22.325,118.75,S,0,2131
61,191,16,47,22.375,118.75,S,0,2132
61,195,16,48,22.425,118.75,S,0,2133
61,199,16,49,22.475,118.75,S,0,2134
61,203,16,50,22.525,118.75,S,0,2135
61,207,16,51,22.575,118.75,S,0,2136
61,211,16,52,22.625,118.75,S,0,2137
61,215,16,53,22.675,118.75,S,0,2138
61,219,16,54,22.725,118.75,S,0,2139
